date,tracking_code,campaignname,adgroup,keyword,Impressions,Clicks, cost 
2016-11-02,ps_ggl_42041,B2C_BR_Brand Core_Standard,Company X  Funds Exact,list of company funds,1.00,2,0.14
2016-11-02,ps_ggl_41209,B2C_BR_Brand Core_Standard,Company X  Investment Exact,company x investment options,2.00,2,0.28
2016-11-02,ps_msn_55898,B2C_BR_Capital Ideas_Standard,Capital Ideas Exact,capital ideas,11.00,2,1.75
2016-11-02,ps_ggl_55347,B2C_BR_Capital Ideas_Standard,Capital Ideas Broad Match Modify,+capital ideas,72.00,2,3.41
2016-11-02,ps_ggl_41557,B2C_BR_College 529_Standard,Company X  Virginia 529 Exact,company x virginia 529,4.00,2,6.20
2016-11-02,ps_msn_39563,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica 529,8.00,2,0.31
2016-11-02,ps_ggl_41088,B2C_BR_Euro Pacific Funds_Standard,Euro Pacific Funds Exact,europacific growth fund,29.00,2,1.81
2016-11-02,ps_ggl_40807,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Broad Match Modify,+company +x europacific growth fund,32.00,2,2.44
2016-11-02,ps_msn_38603,B2C_BR_Fundamental Investor_Standard,Company X  Fundamental Investor Exact,fundamental investors,7.00,2,3.77
2016-11-02,ps_msn_38429,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Exact,company fund growth and income,3.00,2,4.74
2016-11-02,ps_ggl_41254,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +fund growth and income,18.00,2,0.16
2016-11-02,ps_ggl_42160,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth-income fund,27.00,2,1.15
2016-11-02,ps_msn_38984,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +fund growth fund,19.00,2,2.61
2016-11-02,ps_msn_38862,B2C_BR_Income Funds_Standard,Company X  Income Funds Exact,company x Equity income builder,5.00,2,6.24
2016-11-02,ps_ggl_40931,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company fund mutual fund,13.00,2,1.72
2016-11-02,ps_ggl_41712,B2C_BR_New Economy_Standard,Company X  New Economy Broad Match Modify,+company +x new economy fund,10.00,2,3.23
2016-11-02,ps_ggl_41025,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Exact,company x retirement plan,4.00,2,2.68
2016-11-02,ps_ggl_41068,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Broad Match Modify,+company +x roth ira,30.00,2,1.10
2016-11-02,ps_msn_38974,B2C_BR_Taxable Bond Funds_Standard,Company X  Bond Fund of America Broad Match Modify,+company +x bond fund of america,6.00,2,1.45
2016-11-02,ps_ggl_41970,B2C_BR_Taxable Bond Funds_Standard,Company X  Equity World Bond Fund Exact,capital world bond fund,8.00,2,3.05
2016-11-02,ps_ggl_41788,B2C_NB_401K_Standard,401K Plan Exact,401k plans,32.00,2,28.00
2016-11-02,ps_ggl_40594,B2C_NB_401K_Standard,401K Phrase,401k account,41.00,2,3.02
2016-11-02,ps_ggl_41255,B2C_NB_401K_Standard,401K Plan Exact,401 k plan,114.00,2,25.15
2016-11-02,ps_msn_39109,B2C_NB_401K_Standard,401K Exact,401k,796.00,2,1.53
2016-11-02,ps_ggl_41061,B2C_NB_403B_Standard,403B Retirement Plan Phrase,403 b retirement plan,19.00,2,13.49
2016-11-02,ps_msn_38790,B2C_NB_403B_Standard,403B Retirement Plan Exact,403 b retirement plan,43.00,2,6.09
2016-11-02,ps_ggl_42083,B2C_NB_403B_Standard,403B Retirement Plan Exact,403 b retirement plan,84.00,2,24.24
2016-11-02,ps_msn_38795,B2C_NB_403B_Standard,403B Plan Phrase,403 b plan,166.00,2,6.92
2016-11-02,ps_ggl_55199,B2C_NB_Capital Ideas_Investment Perspective_RLSA,Investment Returns Broad Match Modify_RLSA,+investment +returns,11.00,2,7.02
2016-11-02,ps_ggl_51334,B2C_NB_China Economy_Standard,China Growth Broad Match Modify,+chinese +economy +growth,40.00,2,1.76
2016-11-02,ps_ggl_51367,B2C_NB_China Economy_Standard,China Economy Exact,chinese economy,88.00,2,4.01
2016-11-02,ps_ggl_42023,B2C_NB_College 529_Standard,College 529 Exact,college x 529,6.00,2,3.88
2016-11-02,ps_ggl_41703,B2C_NB_College 529_Standard,College 529 Phrase,college x 529,34.00,2,7.44
2016-11-02,ps_ggl_41284,B2C_NB_College 529_Standard,Virginia 529 Exact,virginia 529,65.00,2,7.72
2016-11-02,ps_msn_38814,B2C_NB_Coverdell_Standard,Coverdell Phrase,coverdell esa,5.00,2,4.31
2016-11-02,ps_ggl_41324,B2C_NB_Coverdell_Standard,Coverdell Exact,coverdell,19.00,2,3.26
2016-11-02,ps_msn_38899,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Exact,growth stock mutual fund,5.00,2,18.26
2016-11-02,ps_msn_38917,B2C_NB_Growth Funds_Standard,Growth Fund Exact,growth funds,8.00,2,15.97
2016-11-02,ps_msn_38900,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Exact,growth stock mutual funds,10.00,2,18.07
2016-11-02,ps_ggl_41069,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,growth stock mutual fund,59.00,2,19.45
2016-11-02,ps_msn_39027,B2C_NB_IRA_Standard,IRA Account Phrase,ira account,146.00,2,8.28
2016-11-02,ps_ggl_50907,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Cycles Broad Match Modify,+market +cycles,115.00,2,6.46
2016-11-02,ps_ggl_50765,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Exact,stock market history graph,9.00,2,3.61
2016-11-02,ps_ggl_50857,B2C_NB_Market Fluctuations_Staying The Course,Long Term Investment Exact,long term investments,27.00,2,6.43
2016-11-02,ps_ggl_50900,B2C_NB_Market Fluctuations_Staying The Course,Invest Long Term Broad Match Modify,+invest +long +term,233.00,2,8.00
2016-11-02,ps_msn_50395,B2C_NB_Market Fluctuations_Strategies For Investing,Investment Strategy Exact,investments strategies,14.00,2,12.70
2016-11-02,ps_msn_50429,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+diversified +portfolio,28.00,2,3.33
2016-11-02,ps_msn_50415,B2C_NB_Market Fluctuations_Strategies For Investing,Investing In Stocks Exact,investing in the stock market,29.00,2,13.06
2016-11-02,ps_ggl_50823,B2C_NB_Market Fluctuations_Strategies For Investing,Investment Strategy Broad Match Modify,+investments +strategies,397.00,2,5.21
2016-11-02,ps_ggl_50724,B2C_NB_Market Fluctuations_Timing The Market,Stock Rebound Broad Match Modify,+stock +rebound,6.00,2,2.65
2016-11-02,ps_ggl_50745,B2C_NB_Market Fluctuations_Timing The Market,Stock Market Rebound Broad Match Modify,+stock +market +rebounds,10.00,2,2.23
2016-11-02,ps_ggl_50911,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Broad Match Modify,+time +the +market,71.00,2,2.39
2016-11-02,ps_ggl_45831,B2C_NB_Market Volatility Standard,Stock Selloff Exact,stock market selloff,2.00,2,7.50
2016-11-02,ps_ggl_45866,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +trends,60.00,2,5.76
2016-11-02,ps_ggl_46023,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +outlook,93.00,2,7.61
2016-11-02,ps_msn_38631,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings,8.00,2,13.28
2016-11-02,ps_msn_38653,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plans,30.00,2,8.53
2016-11-02,ps_ggl_41004,B2C_NB_Retirement Plans_Standard,Retirement Investment Exact,retirement investment,31.00,2,22.96
2016-11-02,ps_ggl_41148,B2C_NB_Retirement Plans_Standard,Retirement Funds Exact,retirement funds,57.00,2,10.38
2016-11-02,ps_ggl_42075,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement planning,303.00,2,4.93
2016-11-02,ps_ggl_41123,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Free Bond Fund Exact,tax free municipal bonds,36.00,2,23.55
2016-11-02,ps_ggl_41894,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Free Bond Fund Phrase,tax free bond fund,41.00,2,12.91
2016-11-02,ps_ggl_40976,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Free Bond Fund Phrase,tax free municipal bond,83.00,2,21.15
2016-11-02,ps_msn_39038,B2C_NB_UGMA_Standard,UGMA Exact,ugma account,7.00,2,2.29
2016-11-02,ps_ggl_40808,B2C_NB_UGMA_Standard,UGMA Phrase,ugma,143.00,2,3.78
2016-11-02,ps_ggl_42126,B2C_NB_UTMA_Standard,UTMA Exact,utma account,38.00,2,3.65
2016-11-02,ps_msn_38361,B2C_BR_401K_Standard,Company X  401K Exact,company x 401k,15.00,3,1.38
2016-11-02,ps_msn_39664,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company balanced fund,18.00,3,1.60
2016-11-02,ps_ggl_40779,B2C_BR_Brand Core_Standard,Company X  Exact,amrican funds,7.00,3,0.43
2016-11-02,ps_ggl_42073,B2C_BR_Capital World Funds_Standard,Company X  Equity World Funds Broad Match Modify,+company +x Equity world,29.00,3,2.91
2016-11-02,ps_ggl_41984,B2C_BR_College 529_Standard,Company X  College America Exact,company x college america,7.00,3,2.34
2016-11-02,ps_ggl_42071,B2C_BR_College 529_Standard,Company X  Virginia 529 Broad Match Modify,virginia 529 plan +company +funds,9.00,3,4.34
2016-11-02,ps_msn_39627,B2C_BR_College 529_Standard,Company X  College Fund Broad Match Modify,+company +x college target date series,21.00,3,13.60
2016-11-02,ps_ggl_41506,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Exact,company x growth and income,7.00,3,3.68
2016-11-02,ps_msn_38980,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,company x growth fund of america,6.00,3,3.80
2016-11-02,ps_ggl_41987,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +x growth fund of america,13.00,3,6.98
2016-11-02,ps_ggl_41771,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,company x growth fund of america,29.00,3,2.90
2016-11-02,ps_ggl_42036,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +x growth funds,70.00,3,4.89
2016-11-02,ps_ggl_41879,B2C_BR_IRA_Standard,Company X  IRA Exact,ira company funds,4.00,3,2.03
2016-11-02,ps_msn_38770,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,+company +fund ira,27.00,3,2.02
2016-11-02,ps_ggl_41996,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,+company +fund ira,56.00,3,4.35
2016-11-02,ps_ggl_41850,B2C_BR_New Perspective_Standard,Company X  New Perspective Broad Match Modify,+company +x new perspective fund,13.00,3,2.00
2016-11-02,ps_ggl_40637,B2C_BR_Simple IRA_Standard,Company X  Simple IRA Exact,company x simple ira,25.00,3,2.98
2016-11-02,ps_ggl_41678,B2C_NB_401K_Standard,My 401K Phrase,my 401k,28.00,3,7.09
2016-11-02,ps_ggl_40683,B2C_NB_401K_Standard,401K Plan Phrase,401k plan,59.00,3,5.73
2016-11-02,ps_msn_38342,B2C_NB_Income Funds_Standard,Income Fund Exact,high income funds,40.00,3,21.21
2016-11-02,ps_ggl_50714,B2C_NB_Market Fluctuations_Four Principles,Investment Environment Broad Match Modify,+investment +environment,40.00,3,9.13
2016-11-02,ps_msn_50593,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Returns Broad Match Modify,+market +returns,54.00,3,5.91
2016-11-02,ps_msn_50493,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Broad Match Modify,+us +stocks +market,19.00,3,3.23
2016-11-02,ps_ggl_50812,B2C_NB_Market Fluctuations_Strategies For Investing,Investing In Stocks Exact,investing in the stock market,33.00,3,25.99
2016-11-02,ps_msn_50428,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+diversified +investments,69.00,3,4.80
2016-11-02,ps_ggl_50801,B2C_NB_Market Fluctuations_Strategies For Investing,Money Market Investments Broad Match Modify,+money +market +investments,137.00,3,14.75
2016-11-02,ps_ggl_50773,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Broad Match Modify,+market +timing,55.00,3,4.94
2016-11-02,ps_ggl_50879,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Broad Match Modify,+stock +market +time,177.00,3,5.99
2016-11-02,ps_ggl_45988,B2C_NB_Market Volatility Standard,Stock Market Exact,stock market trend,34.00,3,14.89
2016-11-02,ps_ggl_40944,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings,64.00,3,15.38
2016-11-02,ps_msn_39118,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple iras,57.00,3,9.63
2016-11-02,ps_ggl_41329,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Exempt Bond Fund Phrase,tax exempt bond funds,28.00,3,5.48
2016-11-02,ps_ggl_41851,B2C_NB_UGMA_Standard,UGMA Exact,ugma,49.00,3,2.79
2016-11-02,ps_ggl_41995,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +x 401k retirement center,20.00,4,0.41
2016-11-02,ps_ggl_40968,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401k plan,40.00,4,6.13
2016-11-02,ps_ggl_41737,B2C_BR_Brand Core_Standard,Company X  Exact,americn funds,11.00,4,1.64
2016-11-02,ps_msn_39661,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +x 529 plan,19.00,4,6.34
2016-11-02,ps_ggl_40949,B2C_BR_Small Cap Funds_Standard,Small Cap Exact,smallcap world fund,8.00,4,2.68
2016-11-02,ps_msn_39104,B2C_NB_401K_Standard,401K Phrase,401k,349.00,4,6.14
2016-11-02,ps_ggl_41250,B2C_NB_403B_Standard,403B Plan Exact,403 b plan,85.00,4,23.37
2016-11-02,ps_ggl_40580,B2C_NB_Income Funds_Standard,Income Mutual Fund Phrase,income mutual funds,61.00,4,33.11
2016-11-02,ps_ggl_50679,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Broad Match Modify,+investing +for +retirement,247.00,4,25.76
2016-11-02,ps_ggl_50790,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Declines Broad Match Modify,+stock +market +declines,30.00,4,4.58
2016-11-02,ps_ggl_50835,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Broad Match Modify,+stock +market +stocks,216.00,4,10.54
2016-11-02,ps_ggl_50726,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Exact,diversified investments,37.00,4,11.05
2016-11-02,ps_ggl_50660,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+investment +diversification,52.00,4,9.40
2016-11-02,ps_msn_38628,B2C_NB_Retirement Plans_Standard,Retirement Saving Phrase,retirement savings plans,51.00,4,18.29
2016-11-02,ps_ggl_40618,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x company balanced fund,57.00,5,6.17
2016-11-02,ps_ggl_41136,B2C_BR_Brand Core_Standard,Company X  Investment Exact,company fund investment,26.00,5,1.70
2016-11-02,ps_msn_38141,B2C_BR_Brand Core_Standard,Capital Group Exact,Capital Group,53.00,5,1.98
2016-11-02,ps_ggl_41844,B2C_BR_IRA_Standard,Company X  IRA Exact,company x ira,5.00,5,3.00
2016-11-02,ps_msn_38406,B2C_BR_New World Funds_Standard,Company X  New World Funds Broad Match Modify,+company +fund new world fund,31.00,5,22.72
2016-11-02,ps_ggl_40687,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement plans,15.00,5,3.04
2016-11-02,ps_ggl_40705,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Exact,company x roth ira,10.00,5,13.40
2016-11-02,ps_msn_38835,B2C_BR_Washington Mutual Funds_Standard,Company X  Washington Mutual Investor Funds Broad Match Modify,+company +x washington mutual investors fund,43.00,5,6.21
2016-11-02,ps_ggl_41534,B2C_BR_Washington Mutual Funds_Standard,Company X  Washington Mutual Investor Funds Broad Match Modify,+company +x washington mutual investors,99.00,5,3.88
2016-11-02,ps_ggl_41989,B2C_NB_401K_Standard,401K Plan Exact,401k plan,112.00,5,13.38
2016-11-02,ps_ggl_40843,B2C_NB_403B_Standard,403B Plan Phrase,403b retire,162.00,5,55.98
2016-11-02,ps_ggl_41207,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth fund,37.00,5,14.29
2016-11-02,ps_msn_38645,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement plans,247.00,5,10.64
2016-11-02,ps_ggl_41248,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +fund retirement 401k,29.00,6,2.10
2016-11-02,ps_ggl_55341,B2C_BR_Capital Ideas_Standard,Capital Ideas Exact,capital ideas,15.00,6,2.43
2016-11-02,ps_ggl_40867,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica 529,13.00,6,4.22
2016-11-02,ps_ggl_41116,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +x 529 plans,33.00,6,5.53
2016-11-02,ps_msn_39562,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica,38.00,6,4.80
2016-11-02,ps_ggl_41409,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth,24.00,6,7.18
2016-11-02,ps_ggl_42093,B2C_BR_Investment Company_Standard,Company X  Investment Company Broad Match Modify,+company +x investment co of america,49.00,6,2.44
2016-11-02,ps_ggl_40869,B2C_NB_403B_Standard,403B Plan Phrase,403 b plans,248.00,6,29.57
2016-11-02,ps_ggl_51375,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+chinese +economy,181.00,6,6.96
2016-11-02,ps_ggl_40806,B2C_NB_College 529_Standard,College 529 Phrase,college 529,170.00,6,30.10
2016-11-02,ps_ggl_41436,B2C_NB_Growth & Income Funds_Standard,Growth and Income Fund Phrase,growth and income funds,58.00,6,28.69
2016-11-02,ps_msn_38913,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth funds,100.00,6,15.41
2016-11-02,ps_ggl_50645,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Exact,us shares market,82.00,6,8.61
2016-11-02,ps_ggl_50862,B2C_NB_Market Fluctuations_Strategies For Investing,Investing In Stocks Broad Match Modify,+investing +in +the +stock +market,70.00,6,17.95
2016-11-02,ps_ggl_41833,B2C_NB_Retirement Plans_Standard,Best Retirement Plan Exact,best retirement plan,80.00,6,50.72
2016-11-02,ps_ggl_48884,B2C_BR_College 529_Standard,College America 529 Broad Match Modify,+collegeamerica 529 savings plan,36.00,7,8.73
2016-11-02,ps_msn_38991,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company fund mutual fund,11.00,7,8.51
2016-11-02,ps_ggl_41479,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement,43.00,7,5.34
2016-11-02,ps_ggl_40952,B2C_NB_401K_Standard,401K Retirement Plan Exact,401k retirement plan,180.00,7,104.72
2016-11-02,ps_ggl_50860,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +returns,252.00,7,22.49
2016-11-02,ps_ggl_50845,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Exact,diversified investment,44.00,7,17.79
2016-11-02,ps_ggl_41990,B2C_NB_Retirement Plans_Standard,Retirement Funds Phrase,retirement funds,154.00,7,18.66
2016-11-02,ps_ggl_40971,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plan,156.00,7,83.43
2016-11-02,ps_ggl_40969,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,401k +company +funds,32.00,8,8.09
2016-11-02,ps_msn_38367,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401k plan,57.00,8,4.36
2016-11-02,ps_ggl_40620,B2C_BR_AMCAP Funds_Standard,AMCAP Exact,amcap,121.00,8,6.16
2016-11-02,ps_msn_49149,B2C_BR_College 529_Standard,College America 529 Broad Match Modify,+collegeamerica 529 savings plan,53.00,8,23.60
2016-11-02,ps_ggl_41967,B2C_NB_Balanced Funds_Standard,Balanced Funds Phrase,balanced fund,197.00,8,27.25
2016-11-02,ps_msn_38666,B2C_NB_Retirement Plans_Standard,Retirement Income Phrase,retirement income,280.00,8,20.49
2016-11-02,ps_msn_39676,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x global balanced fund,77.00,9,9.96
2016-11-02,ps_ggl_41433,B2C_NB_401K_Standard,401K Exact,401k account,103.00,9,83.91
2016-11-02,ps_msn_38912,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth fund,95.00,9,21.07
2016-11-02,ps_ggl_50920,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Returns Broad Match Modify,+market +returns,498.00,9,22.04
2016-11-02,ps_ggl_41477,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica,173.00,10,21.57
2016-11-02,ps_ggl_40638,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company mutual fund,24.00,10,12.61
2016-11-02,ps_ggl_41056,B2C_NB_403B_Standard,403B Plan Exact,403b plan,212.00,10,83.98
2016-11-02,ps_msn_50483,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +return,318.00,10,37.79
2016-11-02,ps_ggl_41249,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,+company +x ira,59.00,11,23.93
2016-11-02,ps_ggl_41142,B2C_NB_401K_Standard,401K Exact,401 k,319.00,11,101.04
2016-11-02,ps_msn_50521,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+stocks +history,241.00,11,20.25
2016-11-02,ps_msn_38675,B2C_NB_Retirement Plans_Standard,Retirement Funds Phrase,retirement funds,221.00,11,33.24
2016-11-02,ps_ggl_41998,B2C_NB_UTMA_Standard,UTMA Phrase,utma,324.00,11,17.63
2016-11-02,ps_ggl_40906,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company balanced fund,51.00,12,11.16
2016-11-02,ps_msn_39648,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529,33.00,12,9.33
2016-11-02,ps_msn_51644,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+china +economy,162.00,12,15.82
2016-11-02,ps_ggl_50888,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Broad Match Modify,+us +shares +market,156.00,12,15.40
2016-11-02,ps_ggl_50841,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+return +investment,569.00,12,49.79
2016-11-02,ps_ggl_41778,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401 k,78.00,13,12.20
2016-11-02,ps_msn_39391,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Exact,company x retirement,64.00,13,6.01
2016-11-02,ps_ggl_40693,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement plan,85.00,13,5.40
2016-11-02,ps_msn_38353,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +fund retirement 401k,108.00,14,17.27
2016-11-02,ps_msn_50557,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Exact,best retirement investments,3150.00,15,123.76
2016-11-02,ps_ggl_41058,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plans,202.00,15,179.22
2016-11-02,ps_msn_39119,B2C_NB_Simple IRA_Standard,Simple IRA Exact,simple ira,95.00,15,48.51
2016-11-02,ps_ggl_41575,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401,192.00,17,19.67
2016-11-02,ps_ggl_51401,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+china +economy,638.00,17,20.76
2016-11-02,ps_ggl_50756,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Broad Match Modify,+the +us +stock +market,143.00,17,20.29
2016-11-02,ps_msn_55899,B2C_BR_Capital Ideas_Standard,Capital Ideas Broad Match Modify,+capital ideas,460.00,18,74.10
2016-11-02,ps_ggl_41067,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Broad Match Modify,+company +x company mutual fund,147.00,18,7.14
2016-11-02,ps_ggl_41063,B2C_NB_Retirement Plans_Standard,Retirement Funds Phrase,retirement fund,652.00,18,76.45
2016-11-02,ps_ggl_41140,B2C_NB_Simple IRA_Standard,Simple IRA Exact,simple ira,354.00,18,41.39
2016-11-02,ps_ggl_41133,B2C_BR_College 529_Standard,Company X  College 529 Broad Match Modify,+company +x college 529,54.00,19,10.14
2016-11-02,ps_ggl_40642,B2C_BR_Brand Core_Standard,Capital Group Exact,Capital Group,403.00,20,30.41
2016-11-02,ps_ggl_54025,B2C_NB_Brexit_Standard,Brexit,brexit,943.00,20,27.27
2016-11-02,ps_ggl_41774,B2C_NB_IRA_Standard,IRA Phrase,ira,2654.00,20,71.20
2016-11-02,ps_msn_38363,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +fund 401k,129.00,21,22.82
2016-11-02,ps_ggl_40857,B2C_BR_College 529_Standard,College America 529 Broad Match Modify,collegeamerica 529 savings plan,99.00,21,29.16
2016-11-02,ps_ggl_41326,B2C_BR_Investment Company_Standard,Company X  Investment Company Broad Match Modify,+company +x investment company of america,148.00,21,29.13
2016-11-02,ps_msn_39103,B2C_NB_401K_Standard,401K Phrase,401 k,2294.00,21,55.80
2016-11-02,ps_msn_38356,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +x retirement 401k,67.00,22,15.83
2016-11-02,ps_ggl_50686,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +return,980.00,22,96.50
2016-11-02,ps_ggl_41986,B2C_BR_College 529_Standard,Company X  College 529 Broad Match Modify,college 529 +company +funds,122.00,23,35.35
2016-11-02,ps_ggl_41899,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth funds,927.00,23,99.05
2016-11-02,ps_ggl_41299,B2C_NB_Income Funds_Standard,Income Fund Phrase,income funds,1043.00,28,348.24
2016-11-02,ps_msn_38772,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,ira +company +funds,347.00,29,32.18
2016-11-02,ps_msn_50502,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Broad Match Modify,+stock +market +stock +market,480.00,31,81.62
2016-11-02,ps_ggl_41252,B2C_NB_Income Funds_Standard,Income Fund Phrase,income fund,1181.00,33,327.58
2016-11-02,ps_ggl_50672,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Exact,us stocks market,502.00,35,40.96
2016-11-02,ps_msn_39117,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple ira,503.00,35,125.29
2016-11-02,ps_ggl_41772,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529,133.00,36,23.89
2016-11-02,ps_msn_50503,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Broad Match Modify,+stock +market +stocks,596.00,39,100.84
2016-11-02,ps_ggl_41151,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple ira,905.00,39,286.90
2016-11-02,ps_ggl_41773,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +x 401k retirement,208.00,42,35.19
2016-11-02,ps_ggl_40860,B2C_BR_401K_Standard,Company X  401K Exact,company x 401k,181.00,52,15.18
