date,tracking_code,campaign,placement,creative,site(DCM),impression,clicks, cost 
10/25/2016,DS_9291572_1312649_126155464_303358625_69126123,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_300x250,Investor_Tenure Martin 2.29_300x250,coreaudience.com,926,0,7.87
10/25/2016,DS_9291572_702495_126155424_299141023_70343687,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_970x250,Investor_Global Research v.2_970x250,kiplinger.com,912,1,22.7
10/25/2016,DS_9291572_1664565_126155038_299137093_68161982,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_LowFees_300x250,WSJDN,911,1,28.24
10/25/2016,DS_9291572_1664565_126155038_299137093_70340428,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_Global Research v.2_300x250,WSJDN,911,0,28.24
10/25/2016,DS_9291572_702495_126155445_299137093_68161982,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_LowFees_300x250,kiplinger.com,910,1,7.28
10/25/2016,DS_9291572_1526601_126150838_299137093_69126123,B2C_Investor_ 2016CY,Investor_Insights/Personal Finance Channel_300x250,Investor_Tenure Martin 2.29_300x250,Bloomberg,905,1,27.15
10/25/2016,DS_9291572_1312649_126155464_303358625_68269976,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_300x250,Investor_Tenure John_300x250,coreaudience.com,902,0,7.67
10/25/2016,DS_9291572_953793_126284468_299137473_69127088,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_300x600,Investor_Tenure Martin 2.29_300x600,CNNMoney.com,894,0,8.05
10/25/2016,DS_9291572_702495_126155424_299141023_68228920,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_970x250,Investor_System_970x250,kiplinger.com,882,0,21.96
10/25/2016,DS_9291572_702495_126155424_299141023_68228183,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_970x250,Investor_LowFees_970x250,kiplinger.com,878,0,21.86
10/25/2016,DS_9291572_702495_126155445_299137093_68165124,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_System_300x250,kiplinger.com,878,1,7.02
10/25/2016,DS_9291572_1664565_126154368_299137473_68162179,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_LowFees_300x600,WSJDN,859,1,30.92
10/25/2016,DS_9291572_1664565_126154361_299137093_70340428,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_Global Research v.2_300x250,WSJDN,854,3,30.74
10/25/2016,DS_9291572_1664565_126155038_299137093_68165124,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_System_300x250,WSJDN,851,0,26.38
10/25/2016,DS_9291572_1312649_126155464_303356042_68164252,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_System_300x600,coreaudience.com,849,0,7.22
10/25/2016,DS_9291572_1664565_126154368_299137473_69126143,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_Results Stat 2 2.29_300x600,WSJDN,848,1,30.53
10/25/2016,DS_9291572_1084152_131557931_299137099_69123842,B2C_Investor_ 2016CY,Investor_Synced Medium Rectangle-Leaderboard in Markets 4/25_ 728x90,Investor_Results Stat 2 2.29_728x90,New York Times,847,0,28.8
10/25/2016,DS_9291572_953793_126284468_299137473_69227172,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_300x600,Investor_Tenure Noriko 2.29_300x600,CNNMoney.com,845,0,7.61
10/25/2016,DS_9291572_1312649_126155464_303356042_69126143,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_Results Stat 2 2.29_300x600,coreaudience.com,844,0,7.17
10/25/2016,DS_9291572_1664565_126155036_299137093_69129058,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_Results Stat 2 2.29_300x250,WSJDN,842,0,26.1
10/25/2016,DS_9291572_702495_126155424_299137093_69126123,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_300x250,Investor_Tenure Martin 2.29_300x250,kiplinger.com,840,0,20.91
10/25/2016,DS_9291572_953793_126284468_299137473_68268782,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_300x600,Investor_Tenure John_300x600,CNNMoney.com,840,1,7.56
10/25/2016,DS_9291572_1664565_126154361_299137093_69129058,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_Results Stat 2 2.29_300x250,WSJDN,838,0,30.17
10/25/2016,DS_9291572_1084152_134004598_299892819_72159924,B2C_Investor_ 2016CY,Investor_ Your Money Mobile STATIC_300x250,Investor_System Static_300x250,New York Times,831,2,25.76
10/25/2016,DS_9291572_1664565_126154368_299137473_70333951,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_Global Research v.2_300x600,WSJDN,831,0,29.92
10/25/2016,DS_9291572_1664565_126155036_299137093_68165124,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_System_300x250,WSJDN,827,0,25.64
10/25/2016,DS_9291572_953793_126284468_299137093_69126123,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure Martin 2.29_300x250,CNNMoney.com,827,1,7.44
10/25/2016,DS_9291572_1664565_126154368_299137473_68164252,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_System_300x600,WSJDN,826,0,29.74
10/25/2016,DS_9291572_1664565_126155036_299137093_70340428,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_Global Research v.2_300x250,WSJDN,824,0,25.54
10/25/2016,DS_9291572_1664565_126155036_299137093_68161982,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_LowFees_300x250,WSJDN,821,0,25.45
10/25/2016,DS_9291572_702495_126155011_299137099_69123842,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (2),Investor_Results Stat 2 2.29_728x90,kiplinger.com,815,0,3.26
10/25/2016,DS_9291572_1664565_126155038_299137093_69129058,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_Results Stat 2 2.29_300x250,WSJDN,812,1,25.17
10/25/2016,DS_9291572_1664565_126154361_299137093_68161982,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_LowFees_300x250,WSJDN,807,0,29.05
10/25/2016,DS_9291572_1084152_131557931_299137099_68165803,B2C_Investor_ 2016CY,Investor_Synced Medium Rectangle-Leaderboard in Markets 4/25_ 728x90,Investor_System_728x90,New York Times,794,0,27
10/25/2016,DS_9291572_1084152_134004598_299892819_72157195,B2C_Investor_ 2016CY,Investor_ Your Money Mobile STATIC_300x250,Investor_Results-Stat-2-Static_300x250,New York Times,793,1,24.58
10/25/2016,DS_9291572_953793_126284468_299137093_68269976,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure John_300x250,CNNMoney.com,790,1,7.11
10/25/2016,DS_9291572_1312649_126155464_303356042_68162179,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_LowFees_300x600,coreaudience.com,785,0,6.67
10/25/2016,DS_9291572_702495_126155006_299141023_68278900,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure John_970x250,kiplinger.com,785,0,6.28
10/25/2016,DS_9291572_702495_126155011_299137099_68162955,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (2),Investor_LowFees_728x90,kiplinger.com,783,0,3.13
10/25/2016,DS_9291572_1312649_126155464_303356042_70333951,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_Global Research v.2_300x600,coreaudience.com,781,0,6.64
10/25/2016,DS_9291572_1084152_134004598_299892819_72159726,B2C_Investor_ 2016CY,Investor_ Your Money Mobile STATIC_300x250,Investor_LowFees_Static_300x250,New York Times,778,2,24.12
10/25/2016,DS_9291572_702495_126155012_299137093_68165124,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x250_Middle (1),Investor_System_300x250,kiplinger.com,776,1,3.1
10/25/2016,DS_9291572_953793_126284468_299137093_69129019,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure Noriko 2.29_300x250,CNNMoney.com,776,1,6.98
10/25/2016,DS_9291572_702495_126155424_299137093_69129019,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_300x250,Investor_Tenure Noriko 2.29_300x250,kiplinger.com,776,0,19.32
10/25/2016,DS_9291572_1526601_126144395_299137099_70324694,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_728x90,Investor_Global Research v.2_728x90,Bloomberg,776,0,23.28
10/25/2016,DS_9291572_1852303_126150852_299137099_69123816,B2C_Investor_ 2016CY,Investor_Premium ROS_728x90,Investor_Tenure Noriko  2.29_728x90,Investopedia,773,0,10.82
10/25/2016,DS_9291572_702495_126155424_299137093_68269976,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Desktop_300x250,Investor_Tenure John_300x250,kiplinger.com,773,0,19.25
10/25/2016,DS_9291572_1852303_126150813_299137099_68162955,B2C_Investor_ 2016CY,Added Value - Multi-Unit_728x90,Investor_LowFees_728x90,Investopedia,770,0,0
10/25/2016,DS_9291572_1084152_134004598_299892819_72157693,B2C_Investor_ 2016CY,Investor_ Your Money Mobile STATIC_300x250,Investor_Global-Research-v.2-Static_300x250,New York Times,768,0,23.81
10/25/2016,DS_9291572_702495_126155012_299137093_69129058,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x250_Middle (1),Investor_Results Stat 2 2.29_300x250,kiplinger.com,768,1,3.07
10/25/2016,DS_9291572_702495_126155011_299137099_68165803,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (2),Investor_System_728x90,kiplinger.com,767,1,3.07
10/25/2016,DS_9291572_1664565_126154361_299137093_68165124,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_System_300x250,WSJDN,766,2,27.58
10/25/2016,DS_9291572_1526601_126144395_299137099_69123842,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_728x90,Investor_Results Stat 2 2.29_728x90,Bloomberg,766,0,22.98
10/25/2016,DS_9291572_702495_126155006_299141023_69179447,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure Martin 2.29_970x250,kiplinger.com,765,0,6.12
10/25/2016,DS_9291572_702495_126155012_299137093_70340428,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x250_Middle (1),Investor_Global Research v.2_300x250,kiplinger.com,765,0,3.06
10/25/2016,DS_9291572_1084152_131557931_299137099_70324694,B2C_Investor_ 2016CY,Investor_Synced Medium Rectangle-Leaderboard in Markets 4/25_ 728x90,Investor_Global Research v.2_728x90,New York Times,765,0,26.01
10/25/2016,DS_9291572_1852303_126150813_299137099_69123842,B2C_Investor_ 2016CY,Added Value - Multi-Unit_728x90,Investor_Results Stat 2 2.29_728x90,Investopedia,763,0,0
10/25/2016,DS_9291572_1526601_126144395_299137099_68165803,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_728x90,Investor_System_728x90,Bloomberg,763,0,22.89
10/25/2016,DS_9291572_702495_126155006_299141023_69178396,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure Noriko 2.29_970x250,kiplinger.com,758,2,6.06
10/25/2016,DS_9291572_1852303_126150856_299137473_68162179,B2C_Investor_ 2016CY,Investor_Premium ROS_300x600,Investor_LowFees_300x600,Investopedia,758,0,18.95
10/25/2016,DS_9291572_1526601_126144395_299137099_68162955,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_728x90,Investor_LowFees_728x90,Bloomberg,757,0,22.71
10/25/2016,DS_9291572_1852306_126154393_299141023_69178396,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_970x250_Billboard,Investor_Tenure Noriko 2.29_970x250,The Street,752,0,13.54
10/25/2016,DS_9291572_1852303_126150856_299137473_69126143,B2C_Investor_ 2016CY,Investor_Premium ROS_300x600,Investor_Results Stat 2 2.29_300x600,Investopedia,749,1,18.73
10/25/2016,DS_9291572_702495_126155437_299137473_68162179,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x600,Investor_LowFees_300x600,kiplinger.com,748,0,14.96
10/25/2016,DS_9291572_1084152_131557931_299137099_68162955,B2C_Investor_ 2016CY,Investor_Synced Medium Rectangle-Leaderboard in Markets 4/25_ 728x90,Investor_LowFees_728x90,New York Times,747,0,25.4
10/25/2016,DS_9291572_1852303_126150813_299137099_70324694,B2C_Investor_ 2016CY,Added Value - Multi-Unit_728x90,Investor_Global Research v.2_728x90,Investopedia,743,0,0
10/25/2016,DS_9291572_702495_126155437_299137473_69126143,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x600,Investor_Results Stat 2 2.29_300x600,kiplinger.com,735,1,14.7
10/25/2016,DS_9291572_1852303_126150813_299137099_68165803,B2C_Investor_ 2016CY,Added Value - Multi-Unit_728x90,Investor_System_728x90,Investopedia,735,0,0
10/25/2016,DS_9291572_1852303_126150852_299137099_69129227,B2C_Investor_ 2016CY,Investor_Premium ROS_728x90,Investor_Tenure Martin 2.29_728x90,Investopedia,732,0,10.25
10/25/2016,DS_9291572_1852306_126154393_299141023_69179447,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_970x250_Billboard,Investor_Tenure Martin 2.29_970x250,The Street,730,1,13.14
10/25/2016,DS_9291572_702495_126155012_299137093_68161982,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x250_Middle (1),Investor_LowFees_300x250,kiplinger.com,725,0,2.9
10/25/2016,DS_9291572_1855905_126154311_299137099_70324694,B2C_Investor_ 2016CY,Investor_CNBC Earnings Central inclusive of Keyword Targeting Earnings_Desktop_728x90,Investor_Global Research v.2_728x90,CNBC,724,0,13.03
10/25/2016,DS_9291572_1526601_126150834_299137099_68273537,B2C_Investor_ 2016CY,Investor_Markets Channel_728x90,Investor_Tenure John_728x90,Bloomberg,719,0,21.57
10/25/2016,DS_9291572_1664565_126154366_299137473_68164252,B2C_Investor_ 2016CY,Investor_RON_AT_Personal Finance Enthusiasts_300x600,Investor_System_300x600,WSJDN,719,0,39.55
10/25/2016,DS_9291572_953793_126284464_299137473_68268782,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_Tenure John_300x600,CNNMoney.com,718,2,9.33
10/25/2016,DS_9291572_702495_126155011_299137099_70324694,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (2),Investor_Global Research v.2_728x90,kiplinger.com,716,1,2.86
10/25/2016,DS_9291572_1852306_126154393_299141023_68278900,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_970x250_Billboard,Investor_Tenure John_970x250,The Street,713,1,12.83
10/25/2016,DS_9291572_1852303_126150852_299137099_68273537,B2C_Investor_ 2016CY,Investor_Premium ROS_728x90,Investor_Tenure John_728x90,Investopedia,709,0,9.93
10/25/2016,DS_9291572_1852303_126150856_299137473_70333951,B2C_Investor_ 2016CY,Investor_Premium ROS_300x600,Investor_Global Research v.2_300x600,Investopedia,708,0,17.7
10/25/2016,DS_9291572_674639_138260230_307292584_67439960,B2C_Investor_ 2016CY,Investor_Facebook_System_Static_1x1,Tracking Creative,Facebook,707,1,0
10/25/2016,DS_9291572_1852306_126154397_299137473_68268782,B2C_Investor_ 2016CY,Investor_Mutual Funds Index & Articles Pages_Desktop_300x600,Investor_Tenure John_300x600,The Street,704,0,1.48
10/25/2016,DS_9291572_702495_126155438_299137099_69123816,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure Noriko  2.29_728x90,kiplinger.com,703,0,8.44
10/25/2016,DS_9291572_953793_126284464_299137473_69227172,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_Tenure Noriko 2.29_300x600,CNNMoney.com,701,2,9.11
10/25/2016,DS_9291572_702495_126155437_299137473_68164252,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x600,Investor_System_300x600,kiplinger.com,700,0,14
10/25/2016,DS_9291572_1312649_126155464_303356042_69227172,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x600,Investor_Tenure Noriko 2.29_300x600,coreaudience.com,699,0,5.94
10/25/2016,DS_9291572_702495_126155437_299137473_70333951,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x600,Investor_Global Research v.2_300x600,kiplinger.com,699,0,13.98
10/25/2016,DS_9291572_702495_126155438_299137099_68273537,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure John_728x90,kiplinger.com,698,0,8.38
10/25/2016,DS_9291572_1664565_126154366_299137473_68162179,B2C_Investor_ 2016CY,Investor_RON_AT_Personal Finance Enthusiasts_300x600,Investor_LowFees_300x600,WSJDN,684,0,37.62
10/25/2016,DS_9291572_702495_126155438_299137099_69129227,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure Martin 2.29_728x90,kiplinger.com,684,0,8.21
10/25/2016,DS_9291572_1526601_126150834_299137099_69129227,B2C_Investor_ 2016CY,Investor_Markets Channel_728x90,Investor_Tenure Martin 2.29_728x90,Bloomberg,681,0,20.43
10/25/2016,DS_9291572_953793_126284464_299137473_69127088,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_Tenure Martin 2.29_300x600,CNNMoney.com,681,0,8.85
10/25/2016,DS_9291572_702495_126155446_299137473_69126143,B2C_Investor_ 2016CY,Investor_Investing Channel_300x600,Investor_Results Stat 2 2.29_300x600,kiplinger.com,677,0,10.83
10/25/2016,DS_9291572_702495_126155446_299137473_68162179,B2C_Investor_ 2016CY,Investor_Investing Channel_300x600,Investor_LowFees_300x600,kiplinger.com,673,0,10.77
10/25/2016,DS_9291572_1526601_126150834_299137099_69123816,B2C_Investor_ 2016CY,Investor_Markets Channel_728x90,Investor_Tenure Noriko  2.29_728x90,Bloomberg,671,0,20.13
10/25/2016,DS_9291572_1312649_126155482_299137473_68268782,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_300x600,Investor_Tenure John_300x600,coreaudience.com,671,0,0
10/25/2016,DS_9291572_702495_126155446_299137473_68164252,B2C_Investor_ 2016CY,Investor_Investing Channel_300x600,Investor_System_300x600,kiplinger.com,670,0,10.72
10/25/2016,DS_9291572_1855905_126154311_299137099_69123842,B2C_Investor_ 2016CY,Investor_CNBC Earnings Central inclusive of Keyword Targeting Earnings_Desktop_728x90,Investor_Results Stat 2 2.29_728x90,CNBC,668,0,12.02
10/25/2016,DS_9291572_1852303_126150856_299137473_68164252,B2C_Investor_ 2016CY,Investor_Premium ROS_300x600,Investor_System_300x600,Investopedia,668,0,16.7
10/25/2016,DS_9291572_953793_126284468_299137099_70324694,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_728x90_Temp,Investor_Global Research v.2_728x90,CNNMoney.com,667,0,6
10/25/2016,DS_9291572_1664565_126154366_299137473_70333951,B2C_Investor_ 2016CY,Investor_RON_AT_Personal Finance Enthusiasts_300x600,Investor_Global Research v.2_300x600,WSJDN,666,0,36.63
10/25/2016,DS_9291572_1855905_126154311_299137099_68162955,B2C_Investor_ 2016CY,Investor_CNBC Earnings Central inclusive of Keyword Targeting Earnings_Desktop_728x90,Investor_LowFees_728x90,CNBC,665,0,11.97
10/25/2016,DS_9291572_1852306_126154397_299137473_69227172,B2C_Investor_ 2016CY,Investor_Mutual Funds Index & Articles Pages_Desktop_300x600,Investor_Tenure Noriko 2.29_300x600,The Street,662,0,1.39
10/25/2016,DS_9291572_1855905_126154311_299137099_68165803,B2C_Investor_ 2016CY,Investor_CNBC Earnings Central inclusive of Keyword Targeting Earnings_Desktop_728x90,Investor_System_728x90,CNBC,661,0,11.9
10/25/2016,DS_9291572_1312649_126155464_303356042_69127088,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x600,Investor_Tenure Martin 2.29_300x600,coreaudience.com,658,0,5.59
10/25/2016,DS_9291572_1312649_126155482_299137473_69127088,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_300x600,Investor_Tenure Martin 2.29_300x600,coreaudience.com,657,0,0
10/25/2016,DS_9291572_1664565_126154366_299137473_69126143,B2C_Investor_ 2016CY,Investor_RON_AT_Personal Finance Enthusiasts_300x600,Investor_Results Stat 2 2.29_300x600,WSJDN,656,0,36.08
10/25/2016,DS_9291572_702495_126155013_299137093_68269976,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_ 300x250_Middle (2),Investor_Tenure John_300x250,kiplinger.com,654,1,2.62
10/25/2016,DS_9291572_702495_126155013_299137093_69129019,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_ 300x250_Middle (2),Investor_Tenure Noriko 2.29_300x250,kiplinger.com,645,0,2.58
10/25/2016,DS_9291572_953793_126284468_299137099_68165803,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_728x90_Temp,Investor_System_728x90,CNNMoney.com,642,0,5.78
10/25/2016,DS_9291572_1320102_126155023_299137093_69129019,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x250,Investor_Tenure Noriko 2.29_300x250,Washington Post Digital,641,0,9.17
10/25/2016,DS_9291572_1320102_126155023_299137093_69126123,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x250,Investor_Tenure Martin 2.29_300x250,Washington Post Digital,640,1,9.15
10/25/2016,DS_9291572_1312649_126155464_303356042_68268782,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x600,Investor_Tenure John_300x600,coreaudience.com,634,0,5.39
10/25/2016,DS_9291572_1312649_126155482_299137473_69227172,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_300x600,Investor_Tenure Noriko 2.29_300x600,coreaudience.com,632,0,0
10/25/2016,DS_9291572_702495_126155013_299137093_69126123,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_ 300x250_Middle (2),Investor_Tenure Martin 2.29_300x250,kiplinger.com,618,0,2.47
10/25/2016,DS_9291572_1320102_126155018_299137093_68269976,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Mobile_300x250,Investor_Tenure John_300x250,Washington Post Digital,618,1,9.08
10/25/2016,DS_9291572_1852306_126154397_299137473_69127088,B2C_Investor_ 2016CY,Investor_Mutual Funds Index & Articles Pages_Desktop_300x600,Investor_Tenure Martin 2.29_300x600,The Street,618,0,1.3
10/25/2016,DS_9291572_702495_126155448_299137093_70340428,B2C_Investor_ 2016CY,Investor_Investing Channel_Mobile_300x250_(1),Investor_Global Research v.2_300x250,kiplinger.com,616,0,6.16
10/25/2016,DS_9291572_953793_126284468_299137099_69123842,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_728x90_Temp,Investor_Results Stat 2 2.29_728x90,CNNMoney.com,614,0,5.53
10/25/2016,DS_9291572_1320102_126155018_299137093_69129019,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Mobile_300x250,Investor_Tenure Noriko 2.29_300x250,Washington Post Digital,609,3,8.95
10/25/2016,DS_9291572_1855905_126154300_299137099_68165803,B2C_Investor_ 2016CY,Investor_Retire Well Special Report_Retargeting Display_728x90,Investor_System_728x90,CNBC,606,0,0
10/25/2016,DS_9291572_702495_126155446_299137473_70333951,B2C_Investor_ 2016CY,Investor_Investing Channel_300x600,Investor_Global Research v.2_300x600,kiplinger.com,604,0,9.66
10/25/2016,DS_9291572_953793_126284468_299137099_68162955,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_728x90_Temp,Investor_LowFees_728x90,CNNMoney.com,601,0,5.41
10/25/2016,DS_9291572_1320102_126155018_299137093_69126123,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Mobile_300x250,Investor_Tenure Martin 2.29_300x250,Washington Post Digital,600,4,8.82
10/25/2016,DS_9291572_1526601_126154375_299137099_68165803,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_728x90,Investor_System_728x90,Bloomberg,591,1,14.78
10/25/2016,DS_9291572_702495_126155442_299141023_70343687,B2C_Investor_ 2016CY,Investor_Investing Channel_970x250_Billboard,Investor_Global Research v.2_970x250,kiplinger.com,588,1,11.76
10/25/2016,DS_9291572_1320102_126155023_299137093_68269976,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x250,Investor_Tenure John_300x250,Washington Post Digital,588,2,8.41
10/25/2016,DS_9291572_1084152_138563835_299137099_69129227,B2C_Investor_ 2016CY,Investor_ Your Money Desktop10/1_728x90,Investor_Tenure Martin 2.29_728x90,New York Times,586,0,19.92
10/25/2016,DS_9291572_953793_126284468_299137093_69129019,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_300x250,Investor_Tenure Noriko 2.29_300x250,CNNMoney.com,579,0,5.21
10/25/2016,DS_9291572_702495_126155448_299137093_68165124,B2C_Investor_ 2016CY,Investor_Investing Channel_Mobile_300x250_(1),Investor_System_300x250,kiplinger.com,572,0,5.72
10/25/2016,DS_9291572_702495_126155433_299141023_68278900,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_970x250_Billboard,Investor_Tenure John_970x250,kiplinger.com,569,0,12.52
10/25/2016,DS_9291572_1084152_138563835_299137099_68273537,B2C_Investor_ 2016CY,Investor_ Your Money Desktop10/1_728x90,Investor_Tenure John_728x90,New York Times,568,0,19.31
10/25/2016,DS_9291572_1855905_126154300_299137099_69123842,B2C_Investor_ 2016CY,Investor_Retire Well Special Report_Retargeting Display_728x90,Investor_Results Stat 2 2.29_728x90,CNBC,567,0,0
10/25/2016,DS_9291572_1855905_126154300_299137099_70324694,B2C_Investor_ 2016CY,Investor_Retire Well Special Report_Retargeting Display_728x90,Investor_Global Research v.2_728x90,CNBC,566,0,0
10/25/2016,DS_9291572_702495_126155448_299137093_69129058,B2C_Investor_ 2016CY,Investor_Investing Channel_Mobile_300x250_(1),Investor_Results Stat 2 2.29_300x250,kiplinger.com,566,1,5.66
10/25/2016,DS_9291572_1852303_126154340_299137099_68273537,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_728x90,Investor_Tenure John_728x90,Investopedia,565,0,10.17
10/25/2016,DS_9291572_1852303_126150851_299137473_70333951,B2C_Investor_ 2016CY,Investor_Mutual Funds Channel_300x600,Investor_Global Research v.2_300x600,Investopedia,564,0,19.61
10/25/2016,DS_9291572_702495_126155448_299137093_68161982,B2C_Investor_ 2016CY,Investor_Investing Channel_Mobile_300x250_(1),Investor_LowFees_300x250,kiplinger.com,562,0,5.62
